Id, name, class, variant, type, subtype, pv, size, move, armor, structure, damageS, damageSMin, damageM, damageMMin, damageL, damageLMin, damageE, damageEMin, overheat, abilities, imagelink, rulesLevel, tonnage, intro, role, technology, threshold
7184,"=hyperlink(""http://masterunitlist.info/Unit/Details/7184"", ""Rifleman RFL-2N"")","=hyperlink(""https://www.sarna.net/wiki/Rifleman"", ""Rifleman"")",RFL-2N,BattleMech,BM,26,2,8,4,4,2,0,3,0,2,0,0,0,1,"ENE",https://i.ibb.co/qJCXxyr/rifleman-prim.png,Introductory,50,2556,Sniper,Inner Sphere,0
2738,"=hyperlink(""http://masterunitlist.info/Unit/Details/2738"", ""Ronin SA-RN"")","=hyperlink(""https://www.sarna.net/wiki/Ronin"", ""Ronin"")",SA-RN,BattleMech,BM,33,2,10,5,2,4,0,4,0,0,0,0,0,0,"CASE, MEL",https://i.ibb.co/pwmNytk/ronin-3055u.png,Advanced,50,3051,Striker,Inner Sphere,0
2739,"=hyperlink(""http://masterunitlist.info/Unit/Details/2739"", ""Ronin SA-RN7"")","=hyperlink(""https://www.sarna.net/wiki/Ronin"", ""Ronin"")",SA-RN7,BattleMech,BM,34,2,10,6,2,2,0,3,0,2,0,0,0,0,"IF1, LRM1/1/1, MEL",https://i.ibb.co/pwmNytk/ronin-3055u.png,Advanced,50,3063,Skirmisher,Inner Sphere,0
2971,"=hyperlink(""http://masterunitlist.info/Unit/Details/2971"", ""SM Tank Destroyer SM1"")","=hyperlink(""https://www.sarna.net/wiki/SM_Tank_Destroyer"", ""SM Tank Destroyer"")",SM1,Combat Vehicle,CV,42,2,16h,5,3,4,0,4,0,0,0,0,0,0,"CASE, SRCH, TUR(0*/0*/-)",https://i.ibb.co/FKH1y5T/sm1-tank-destroyer-rg.png,Standard,50,3068,Striker,Clan,0
5607,"=hyperlink(""http://masterunitlist.info/Unit/Details/5607"", ""SM Tank Destroyer SM1 Telos"")","=hyperlink(""https://www.sarna.net/wiki/SM_Tank_Destroyer"", ""SM Tank Destroyer"")",SM1 "Telos",Combat Vehicle,CV,29,2,16h,4,2,1,0,1,0,1,0,0,0,0,"CASE, ECM, IF1, SRCH, STL",https://i.ibb.co/FKH1y5T/sm1-tank-destroyer-rg.png,Experimental,50,3077,Missile Boat,Inner Sphere,0
2972,"=hyperlink(""http://masterunitlist.info/Unit/Details/2972"", ""SM Tank Destroyer SM1A"")","=hyperlink(""https://www.sarna.net/wiki/SM_Tank_Destroyer"", ""SM Tank Destroyer"")",SM1A,Combat Vehicle,CV,35,2,16h,5,3,2,0,2,0,0,0,0,0,0,"CASE, FLK1/1/-, LPRB, RCN, SRCH, TUR(0*/0*/-)",https://i.ibb.co/FKH1y5T/sm1-tank-destroyer-rg.png,Standard,50,3070,Striker,Clan,0
9565,"=hyperlink(""http://masterunitlist.info/Unit/Details/9565"", ""SM Tank Destroyer SM1B"")","=hyperlink(""https://www.sarna.net/wiki/SM_Tank_Destroyer"", ""SM Tank Destroyer"")",SM1B,Combat Vehicle,CV,40,2,16h,3,3,4,0,4,0,0,0,0,0,0,"BRA, LPRB, RCN, SRCH, TUR(0*/0*/-)",https://i.ibb.co/FKH1y5T/sm1-tank-destroyer-rg.png,Advanced,50,3140,Striker,Mixed,0
2973,"=hyperlink(""http://masterunitlist.info/Unit/Details/2973"", ""SM Tank Destroyer SM3"")","=hyperlink(""https://www.sarna.net/wiki/SM_Tank_Destroyer"", ""SM Tank Destroyer"")",SM3,Combat Vehicle,CV,39,2,16h,5,3,3,0,3,0,2,0,0,0,0,"CASE, SRCH, TUR(0*/0*/-)",https://i.ibb.co/FKH1y5T/sm1-tank-destroyer-rg.png,Standard,50,3074,Striker,Clan,0
8265,"=hyperlink(""http://masterunitlist.info/Unit/Details/8265"", ""SM5 Field Commander (Prototype) Prime"")","=hyperlink(""https://www.sarna.net/wiki/SM5_Field_Commander_(Prototype)"", ""SM5 Field Commander (Prototype)"")",Prime,Combat Vehicle,CV,44,2,22h,3,3,4,0,4,0,0,0,0,0,0,"BRA, CASE, OMNI, SRCH, TAG, TUR(1/1/-, TAG)",https://i.ibb.co/FKH1y5T/sm1-tank-destroyer-rg.png,Advanced,50,3151,Striker,Mixed,0
2761,"=hyperlink(""http://masterunitlist.info/Unit/Details/2761"", ""Sabaku Kaze Heavy Scout Hover Tank"")","=hyperlink(""https://www.sarna.net/wiki/Sabaku_Kaze_Heavy_Scout_Hover_Tank"", ""Sabaku Kaze Heavy Scout Hover Tank"")",,Combat Vehicle,CV,38,2,18h,5,3,4,0,3,0,0,0,0,0,0,"REAR1/1/-, SRCH, TUR(3/2/-)",https://i.ibb.co/HGg4rQT/sabaku-kaze-3075.png,Introductory,50,2695,Striker,Inner Sphere,0
2790,"=hyperlink(""http://masterunitlist.info/Unit/Details/2790"", ""Samurai SL-25"")","=hyperlink(""https://www.sarna.net/wiki/Samurai"", ""Samurai"")",SL-25,Aerospace,AF,33,2,7a,5,4,4,0,3,0,0,0,0,0,0,"BOMB2, ENE, FUEL32, PNT1, REAR1/1/-, SPC, VSTOL",https://i.ibb.co/tMFgZmz/samurai-3039.png,Introductory,50,2472,Fast Dogfighter,Inner Sphere,2
2791,"=hyperlink(""http://masterunitlist.info/Unit/Details/2791"", ""Samurai SL-26"")","=hyperlink(""https://www.sarna.net/wiki/Samurai"", ""Samurai"")",SL-26,Aerospace,AF,37,2,7a,5,4,4,0,4,0,2,0,0,0,0,"BOMB2, ENE, FUEL32, PNT1, REAR1/1/-, SPC, VSTOL",https://i.ibb.co/tMFgZmz/samurai-3039.png,Standard,50,2620,Fast Dogfighter,Inner Sphere,2
2792,"=hyperlink(""http://masterunitlist.info/Unit/Details/2792"", ""Samurai SL-27"")","=hyperlink(""https://www.sarna.net/wiki/Samurai"", ""Samurai"")",SL-27,Aerospace,AF,36,2,7a,5,4,4,0,4,0,0,0,0,0,1,"BOMB2, ENE, FUEL32, PNT1, REAR1/1/-, SPC, VSTOL",https://i.ibb.co/tMFgZmz/samurai-3039.png,Standard,50,3068,Fast Dogfighter,Inner Sphere,2
2793,"=hyperlink(""http://masterunitlist.info/Unit/Details/2793"", ""Sand Devil Hover Tank"")","=hyperlink(""https://www.sarna.net/wiki/Sand_Devil_Hover_Tank"", ""Sand Devil Hover Tank"")",,Support Vehicle,SV,12,2,16h,1,3,2,0,1,0,0,0,0,0,0,"AFC, BAR, EE, ENE, SRCH, TUR(2/1/-)",https://i.ibb.co/nk4t1Qc/sand-devil-prim.png,Standard,50,2452,Scout,Inner Sphere,0
6506,"=hyperlink(""http://masterunitlist.info/Unit/Details/6506"", ""Sarath SRTH-1O"")","=hyperlink(""https://www.sarna.net/wiki/Sarath"", ""Sarath"")",SRTH-1O,BattleMech,BM,38,2,10,6,2,2,0,3,0,2,0,0,0,1,"ENE, MEL, OMNI, PRB, RCN, TSM, TUR(2/2/2)",https://i.ibb.co/fdS5gMv/sarath-3145.png,Advanced,50,3122,Skirmisher,Inner Sphere,0
6507,"=hyperlink(""http://masterunitlist.info/Unit/Details/6507"", ""Sarath SRTH-1OA"")","=hyperlink(""https://www.sarna.net/wiki/Sarath"", ""Sarath"")",SRTH-1OA,BattleMech,BM,42,2,10/10j,6,2,4,0,4,0,3,0,0,0,0,"IF2, LRM2/2/2, OMNI, TSM, TUR(3/3/3, IF2, LRM2/2/2)",https://i.ibb.co/nfzpBHR/sarath-a-3145.png,Advanced,50,3122,Missile Boat,Mixed,0
6508,"=hyperlink(""http://masterunitlist.info/Unit/Details/6508"", ""Sarath SRTH-1OB"")","=hyperlink(""https://www.sarna.net/wiki/Sarath"", ""Sarath"")",SRTH-1OB,BattleMech,BM,36,2,10,6,2,3,0,3,0,0,0,0,0,1,"ENE, HT2/2/-, MEL, OMNI, TSM, TUR(2/2/-, HT2/2/-)",https://i.ibb.co/Dkpn4ww/sarath-b-3145.png,Advanced,50,3122,Skirmisher,Mixed,0
2797,"=hyperlink(""http://masterunitlist.info/Unit/Details/2797"", ""Sarissa MN1-D"")","=hyperlink(""https://www.sarna.net/wiki/Sarissa"", ""Sarissa"")",MN1-D,BattleMech,BM,21,2,8,4,4,2,0,2,0,0,0,0,0,0,"-",https://i.ibb.co/bgFsZky/sarissa-proto.png,Experimental,50,3080,Brawler,Primitive,0
4974,"=hyperlink(""http://masterunitlist.info/Unit/Details/4974"", ""Sarissa MN2-A SecurityMech"")","=hyperlink(""https://www.sarna.net/wiki/Sarissa"", ""Sarissa"")",MN2-A SecurityMech,IndustrialMech,IM,18,2,8,3,4,3,0,2,0,0,0,0,0,0,"AFC, ES",https://i.ibb.co/bgFsZky/sarissa-proto.png,Standard,50,3082,Juggernaut,Inner Sphere,0
6599,"=hyperlink(""http://masterunitlist.info/Unit/Details/6599"", ""Schildkröte Line Tank"")","=hyperlink(""https://www.sarna.net/wiki/Schildkröte_Line_Tank"", ""Schildkröte Line Tank"")",,Combat Vehicle,CV,28,2,6t,7,3,2,0,2,0,2,0,0,0,0,"AMS, ARS, CASE, FLK1/1/1, SRCH, TUR(2/2/2, AMS, FLK1/1/1)",https://i.ibb.co/1RH31bF/schildkrote-3150.png,Advanced,50,3122,Sniper,Inner Sphere,0
6600,"=hyperlink(""http://masterunitlist.info/Unit/Details/6600"", ""Schildkröte Line Tank (HPPC)"")","=hyperlink(""https://www.sarna.net/wiki/Schildkröte_Line_Tank"", ""Schildkröte Line Tank"")",(HPPC),Combat Vehicle,CV,28,2,6t,7,3,2,0,2,0,2,0,0,0,0,"AMS, ARS, CASE, SRCH, TUR(2/2/2, AMS)",https://i.ibb.co/1RH31bF/schildkrote-3150.png,Advanced,50,3133,Sniper,Inner Sphere,0
8054,"=hyperlink(""http://masterunitlist.info/Unit/Details/8054"", ""Schildkröte Line Tank (Light Gauss)"")","=hyperlink(""https://www.sarna.net/wiki/Schildkröte_Line_Tank"", ""Schildkröte Line Tank"")",(Light Gauss),Combat Vehicle,CV,24,2,6t,7,3,1,0,1,0,1,0,0,0,0,"AMS, ARS, CASE, SRCH, TUR(1/1/1, AMS)",https://i.ibb.co/1RH31bF/schildkrote-3150.png,Advanced,50,3136,Sniper,Inner Sphere,0
8055,"=hyperlink(""http://masterunitlist.info/Unit/Details/8055"", ""Schildkröte Line Tank (Plasma)"")","=hyperlink(""https://www.sarna.net/wiki/Schildkröte_Line_Tank"", ""Schildkröte Line Tank"")",(Plasma),Combat Vehicle,CV,29,2,6t,7,3,3,0,2,0,1,0,0,0,0,"AMS, ARS, CASE, IF0*, SRCH, TAG, TUR(3/2/1, AMS, IF0*, TAG)",https://i.ibb.co/1RH31bF/schildkrote-3150.png,Advanced,50,3138,Sniper,Inner Sphere,0
5010,"=hyperlink(""http://masterunitlist.info/Unit/Details/5010"", ""Seabuster Strike Fighter"")","=hyperlink(""https://www.sarna.net/wiki/Seabuster_Strike_Fighter"", ""Seabuster Strike Fighter"")",,Aerospace,CF,28,2,5a,2,3,4,0,4,0,0,0,0,0,0,"ATMO, BOMB2, FUEL16, RCN",https://i.ibb.co/5xJHQ5Z/seabuster-proto.png,Advanced,50,3081,Attack,Inner Sphere,1
5576,"=hyperlink(""http://masterunitlist.info/Unit/Details/5576"", ""Seabuster Strike Fighter (Early)"")","=hyperlink(""https://www.sarna.net/wiki/Seabuster_Strike_Fighter"", ""Seabuster Strike Fighter"")",(Early),Aerospace,CF,24,2,5a,2,3,2,0,2,0,2,0,0,0,0,"ATMO, BOMB2, FUEL16, RCN",https://i.ibb.co/3N0rm0N/seabuster-xtr.png,Experimental,50,3075,Attack,Inner Sphere,1
2898,"=hyperlink(""http://masterunitlist.info/Unit/Details/2898"", ""Shadow Hawk SHD-1R"")","=hyperlink(""https://www.sarna.net/wiki/Shadow_Hawk"", ""Shadow Hawk"")",SHD-1R,BattleMech,BM,22,2,8/6j,5,4,1,0,1,0,1,0,0,0,0,"-",https://i.ibb.co/Lx7zkLY/shadow-hawk-prim.png,Advanced,50,2467,Sniper,Primitive,0
6443,"=hyperlink(""http://masterunitlist.info/Unit/Details/6443"", ""Sheriff Infantry Support Tank"")","=hyperlink(""https://www.sarna.net/wiki/Sheriff_Infantry_Support_Tank"", ""Sheriff Infantry Support Tank"")",,Combat Vehicle,CV,23,2,10w,7,3,1,0,1,0,0,0,0,0,0,"AC1/1/-, CASE, FC, SRCH, TUR(1/1/-, AC1/1/-)",https://i.ibb.co/Xzzcy9X/sheriff-3150.png,Standard,50,3098,Brawler,Inner Sphere,0
2929,"=hyperlink(""http://masterunitlist.info/Unit/Details/2929"", ""Shockwave SKW-2F"")","=hyperlink(""https://www.sarna.net/wiki/Shockwave"", ""Shockwave"")",SKW-2F,BattleMech,BM,35,2,10,5,2,3,0,4,0,2,0,0,0,0,"IF1",https://i.ibb.co/pJfttbc/shockwave-3085.png,Standard,50,3082,Skirmisher,Inner Sphere,0
2930,"=hyperlink(""http://masterunitlist.info/Unit/Details/2930"", ""Shockwave SKW-4G"")","=hyperlink(""https://www.sarna.net/wiki/Shockwave"", ""Shockwave"")",SKW-4G,BattleMech,BM,32,2,10,5,2,3,0,3,0,1,0,0,0,1,"IF1",https://i.ibb.co/pJfttbc/shockwave-3085.png,Standard,50,3083,Skirmisher,Inner Sphere,0
6903,"=hyperlink(""http://masterunitlist.info/Unit/Details/6903"", ""Shockwave SKW-6H"")","=hyperlink(""https://www.sarna.net/wiki/Shockwave"", ""Shockwave"")",SKW-6H,BattleMech,BM,33,2,10,5,2,3,0,3,0,3,0,0,0,0,"CASE, IF1",https://i.ibb.co/pJfttbc/shockwave-3085.png,Standard,50,3102,Sniper,Inner Sphere,0
6902,"=hyperlink(""http://masterunitlist.info/Unit/Details/6902"", ""Shockwave SKW-8X"")","=hyperlink(""https://www.sarna.net/wiki/Shockwave"", ""Shockwave"")",SKW-8X,BattleMech,BM,30,2,10,5,2,2,0,2,0,2,0,0,0,0,"ARTTC-1, CASE",https://i.ibb.co/pJfttbc/shockwave-3085.png,Advanced,50,3134,Brawler,Inner Sphere,0
7613,"=hyperlink(""http://masterunitlist.info/Unit/Details/7613"", ""Sleipnir APC Tank"")","=hyperlink(""https://www.sarna.net/wiki/Sleipnir_APC_Tank"", ""Sleipnir APC Tank"")",,Combat Vehicle,CV,18,2,10w,4,3,2,0,1,0,0,0,0,0,0,"EE, HTC, IT4, SRCH, TUR(2/1/-)",https://i.ibb.co/ypsWZD0/sleipnir-ha.png,Introductory,50,3002,Brawler,Inner Sphere,0
7614,"=hyperlink(""http://masterunitlist.info/Unit/Details/7614"", ""Sleipnir APC Tank (SRM)"")","=hyperlink(""https://www.sarna.net/wiki/Sleipnir_APC_Tank"", ""Sleipnir APC Tank"")",(SRM),Combat Vehicle,CV,22,2,10w,4,3,3,0,2,0,0,0,0,0,0,"EE, HTC, IT4, SRCH, SRM2/2, TUR(3/2/-, SRM2/2)",https://i.ibb.co/ypsWZD0/sleipnir-ha.png,Introductory,50,3004,Brawler,Inner Sphere,0
5096,"=hyperlink(""http://masterunitlist.info/Unit/Details/5096"", ""Sokar Urban Combat Tank"")","=hyperlink(""https://www.sarna.net/wiki/Sokar_Urban_Combat_Tank"", ""Sokar Urban Combat Tank"")",,Combat Vehicle,CV,23,2,8w,3,3,4,0,4,0,0,0,0,0,0,"CASE, EE, HT1/-/-, SRCH, TUR(3/3/-)",https://i.ibb.co/RPBxrtx/sokar-proto.png,Advanced,50,3084,Ambusher,Clan,0
3045,"=hyperlink(""http://masterunitlist.info/Unit/Details/3045"", ""Stalking Spider"")","=hyperlink(""https://www.sarna.net/wiki/Stalking_Spider"", ""Stalking Spider"")",,BattleMech,BM,39,2,12/10j,5,4,4,0,4,0,2,0,0,0,1,"CASE",https://i.ibb.co/qrHMdSM/stalking-spider-3060.png,Standard,50,3059,Skirmisher,Clan,0
3046,"=hyperlink(""http://masterunitlist.info/Unit/Details/3046"", ""Stalking Spider 2"")","=hyperlink(""https://www.sarna.net/wiki/Stalking_Spider"", ""Stalking Spider"")",2,BattleMech,BM,37,2,12/10j,5,4,3,0,3,0,0,0,0,0,1,"ENE, PRB, RCN, TAG",https://i.ibb.co/qrHMdSM/stalking-spider-3060.png,Standard,50,3060,Skirmisher,Clan,0
3047,"=hyperlink(""http://masterunitlist.info/Unit/Details/3047"", ""Stalking Spider 3"")","=hyperlink(""https://www.sarna.net/wiki/Stalking_Spider"", ""Stalking Spider"")",3,BattleMech,BM,44,2,10/16j,6,4,4,0,3,0,0,0,0,0,0,"CASE, JMPS1",https://i.ibb.co/qrHMdSM/stalking-spider-3060.png,Standard,50,3072,Striker,Clan,0
3048,"=hyperlink(""http://masterunitlist.info/Unit/Details/3048"", ""Starslayer STY-2C"")","=hyperlink(""https://www.sarna.net/wiki/Starslayer"", ""Starslayer"")",STY-2C,BattleMech,BM,30,2,10/10j,4,4,3,0,3,0,0,0,0,0,1,"CASE, REAR0*/-/-",https://i.ibb.co/bXwnRzp/starslayer-rg.png,Standard,50,2772,Skirmisher,Inner Sphere,0
7680,"=hyperlink(""http://masterunitlist.info/Unit/Details/7680"", ""Starslayer STY-2C-EC"")","=hyperlink(""https://www.sarna.net/wiki/Starslayer"", ""Starslayer"")",STY-2C-EC,BattleMech,BM,30,2,10/10j,4,4,3,0,3,0,0,0,0,0,1,"CASE",https://i.ibb.co/bXwnRzp/starslayer-rg.png,Experimental,50,2823,Skirmisher,Mixed,0
3049,"=hyperlink(""http://masterunitlist.info/Unit/Details/3049"", ""Starslayer STY-3C"")","=hyperlink(""https://www.sarna.net/wiki/Starslayer"", ""Starslayer"")",STY-3C,BattleMech,BM,35,2,10/10j,6,4,3,0,3,0,0,0,0,0,1,"CASE, REAR0*/-/-",https://i.ibb.co/bXwnRzp/starslayer-rg.png,Standard,50,3056,Skirmisher,Inner Sphere,0
3050,"=hyperlink(""http://masterunitlist.info/Unit/Details/3050"", ""Starslayer STY-3D"")","=hyperlink(""https://www.sarna.net/wiki/Starslayer"", ""Starslayer"")",STY-3D,BattleMech,BM,35,2,10/10j,6,4,3,0,3,0,1,0,0,0,0,"ENE, REAR1/1/-",https://i.ibb.co/bXwnRzp/starslayer-rg.png,Standard,50,3057,Skirmisher,Inner Sphere,0
3051,"=hyperlink(""http://masterunitlist.info/Unit/Details/3051"", ""Starslayer STY-3Dr"")","=hyperlink(""https://www.sarna.net/wiki/Starslayer"", ""Starslayer"")",STY-3Dr,BattleMech,BM,39,2,10/10j,6,4,3,0,3,0,2,0,0,0,0,"ECM, ENE, REAR1/1/-, TSM",https://i.ibb.co/bXwnRzp/starslayer-rg.png,Standard,50,3075,Sniper,Inner Sphere,0
9315,"=hyperlink(""http://masterunitlist.info/Unit/Details/9315"", ""Starslayer STY-4C"")","=hyperlink(""https://www.sarna.net/wiki/Starslayer"", ""Starslayer"")",STY-4C,BattleMech,BM,36,2,10/10j,6,4,3,0,3,0,0,0,0,0,2,"REAR1/1/-, TSM",https://i.ibb.co/bXwnRzp/starslayer-rg.png,Standard,50,3145,Skirmisher,Mixed,0
8205,"=hyperlink(""http://masterunitlist.info/Unit/Details/8205"", ""Stormwolf A"")","=hyperlink(""https://www.sarna.net/wiki/Stormwolf"", ""Stormwolf"")",A,BattleMech,BM,44,2,18/12j,5,3,2,0,2,0,2,0,0,0,1,"AMS, ENE, JMPW1, OMNI, PRB, RCN, RFA",https://i.ibb.co/BPj813J/stormwolf-rg.png,Advanced,50,3149,Striker,Clan,0
8206,"=hyperlink(""http://masterunitlist.info/Unit/Details/8206"", ""Stormwolf B"")","=hyperlink(""https://www.sarna.net/wiki/Stormwolf"", ""Stormwolf"")",B,BattleMech,BM,42,2,18/12j,5,3,2,0,2,0,2,0,0,0,1,"AMS, ENE, HT1/1/1, JMPW1, OMNI, RFA",https://i.ibb.co/BPj813J/stormwolf-rg.png,Advanced,50,3149,Striker,Clan,0
8207,"=hyperlink(""http://masterunitlist.info/Unit/Details/8207"", ""Stormwolf C"")","=hyperlink(""https://www.sarna.net/wiki/Stormwolf"", ""Stormwolf"")",C,BattleMech,BM,51,2,18/12j,5,3,3,0,3,0,2,0,0,0,1,"AMS, ECM, ENE, JMPW1, LPRB, OMNI, RCN, RFA, WAT",https://i.ibb.co/BPj813J/stormwolf-rg.png,Advanced,50,3149,Striker,Clan,0
8208,"=hyperlink(""http://masterunitlist.info/Unit/Details/8208"", ""Stormwolf D"")","=hyperlink(""https://www.sarna.net/wiki/Stormwolf"", ""Stormwolf"")",D,BattleMech,BM,50,2,18/12j,5,3,4,0,4,0,1,0,0,0,1,"AMS, CASEII, JMPW1, LTAG, OMNI, RFA",https://i.ibb.co/BPj813J/stormwolf-rg.png,Advanced,50,3149,Striker,Clan,0
8204,"=hyperlink(""http://masterunitlist.info/Unit/Details/8204"", ""Stormwolf Prime"")","=hyperlink(""https://www.sarna.net/wiki/Stormwolf"", ""Stormwolf"")",Prime,BattleMech,BM,45,2,18/12j,5,3,3,0,3,0,2,0,0,0,0,"AMS, CASEII, JMPW1, LTAG, OMNI, RFA",https://i.ibb.co/BPj813J/stormwolf-rg.png,Advanced,50,3149,Striker,Clan,0
7816,"=hyperlink(""http://masterunitlist.info/Unit/Details/7816"", ""Sturmvogel Gunship WiGE"")","=hyperlink(""https://www.sarna.net/wiki/Sturmvogel_Gunship_WiGE"", ""Sturmvogel Gunship WiGE"")",,Support Vehicle,SV,18,2,16g,1,2,1,0,1,0,1,0,0,0,0,"AFC, AMP, ARS, MDS3",https://i.ibb.co/ZdfN09z/sturmvogel-irreg.png,Standard,50,3059,Sniper,Inner Sphere,0
7813,"=hyperlink(""http://masterunitlist.info/Unit/Details/7813"", ""Sturmvogel Maritime Patrol WiGE"")","=hyperlink(""https://www.sarna.net/wiki/Sturmvogel_Maritime_Patrol_WiGE"", ""Sturmvogel Maritime Patrol WiGE"")",,Support Vehicle,SV,19,2,16g,1,2,1,0,1,0,1,0,0,0,0,"AFC, AMP, ARS, CT3.5, RSD, MDS4",https://i.ibb.co/ZdfN09z/sturmvogel-irreg.png,Standard,50,3063,Striker,Inner Sphere,0
7815,"=hyperlink(""http://masterunitlist.info/Unit/Details/7815"", ""Sturmvogel Maritime Patrol WiGE (LB-10X)"")","=hyperlink(""https://www.sarna.net/wiki/Sturmvogel_Maritime_Patrol_WiGE"", ""Sturmvogel Maritime Patrol WiGE"")",(LB-10X),Support Vehicle,SV,18,2,16g,1,2,1,0,1,0,1,0,0,0,0,"AFC, AMP, ARS, FLK1/1/1, MDS3",https://i.ibb.co/ZdfN09z/sturmvogel-irreg.png,Standard,50,3059,Striker,Inner Sphere,0
7814,"=hyperlink(""http://masterunitlist.info/Unit/Details/7814"", ""Sturmvogel Maritime Patrol WiGE (LB-2X)"")","=hyperlink(""https://www.sarna.net/wiki/Sturmvogel_Maritime_Patrol_WiGE"", ""Sturmvogel Maritime Patrol WiGE"")",(LB-2X),Support Vehicle,SV,16,2,16g,1,2,0,1,0,1,0,1,0,0,0,"AFC, AMP, ARS, CT3.5, FLK0*/0*/0*, RSD, MDS4",https://i.ibb.co/ZdfN09z/sturmvogel-irreg.png,Standard,50,3065,Sniper,Inner Sphere,0
5175,"=hyperlink(""http://masterunitlist.info/Unit/Details/5175"", ""Talos TLS-1B"")","=hyperlink(""https://www.sarna.net/wiki/Talos"", ""Talos"")",TLS-1B,BattleMech,BM,29,2,8,5,4,3,0,3,0,1,0,0,0,0,"AC1/1/-, IF1",https://i.ibb.co/3Rs2XtV/talos-hrw.png,Introductory,50,2532,Brawler,Inner Sphere,0
8377,"=hyperlink(""http://masterunitlist.info/Unit/Details/8377"", ""Tessen 'TSN-X-4R Rapunzel"")","=hyperlink(""https://www.sarna.net/wiki/Tessen"", ""Tessen"")",'TSN-X-4R "Rapunzel",BattleMech,BM,36,2,12,5,2,3,0,3,0,1,0,0,0,0,"AECM, C3RS, IRA, MEL",https://i.ibb.co/pfFt9RH/tessen-xtr.png,Experimental,50,3137,Striker,Mixed,0
5208,"=hyperlink(""http://masterunitlist.info/Unit/Details/5208"", ""Tessen TSN-1C"")","=hyperlink(""https://www.sarna.net/wiki/Tessen"", ""Tessen"")",TSN-1C,BattleMech,BM,31,2,12,5,2,2,0,2,0,1,0,0,0,0,"C3I, CASE, INARC, MHQ2, TAG",https://i.ibb.co/KbVFqcX/tessen-3067.png,Standard,50,3061,Skirmisher,Inner Sphere,0
3172,"=hyperlink(""http://masterunitlist.info/Unit/Details/3172"", ""Tessen TSN-1Cr"")","=hyperlink(""https://www.sarna.net/wiki/Tessen"", ""Tessen"")",TSN-1Cr,BattleMech,BM,32,2,12,5,2,2,0,2,0,1,0,0,0,0,"C3S, CASE, ECM, INARC, MHQ1, TAG",https://i.ibb.co/KbVFqcX/tessen-3067.png,Standard,50,3069,Skirmisher,Inner Sphere,0
5209,"=hyperlink(""http://masterunitlist.info/Unit/Details/5209"", ""Tessen TSN-C3"")","=hyperlink(""https://www.sarna.net/wiki/Tessen"", ""Tessen"")",TSN-C3,BattleMech,BM,34,2,12,5,2,3,0,3,0,1,0,0,0,0,"C3S, INARC, MHQ1, TAG",https://i.ibb.co/KbVFqcX/tessen-3067.png,Standard,50,3062,Skirmisher,Inner Sphere,0
5678,"=hyperlink(""http://masterunitlist.info/Unit/Details/5678"", ""Tessen TSN-C3M"")","=hyperlink(""https://www.sarna.net/wiki/Tessen"", ""Tessen"")",TSN-C3M,BattleMech,BM,43,2,16,5,2,3,0,2,0,1,0,0,0,0,"C3M, ENE, MHQ5, TAG",https://i.ibb.co/KbVFqcX/tessen-3067.png,Standard,50,3077,Skirmisher,Inner Sphere,0
5549,"=hyperlink(""http://masterunitlist.info/Unit/Details/5549"", ""Tessen TSN-X-4"")","=hyperlink(""https://www.sarna.net/wiki/Tessen"", ""Tessen"")",TSN-X-4,BattleMech,BM,36,2,12,5,2,2,0,2,0,1,0,0,0,0,"AECM, BH, C3RS, ENE, RCN, TAG",https://i.ibb.co/pfFt9RH/tessen-xtr.png,Experimental,50,3074,Skirmisher,Inner Sphere,0
3288,"=hyperlink(""http://masterunitlist.info/Unit/Details/3288"", ""Transit TR-10"")","=hyperlink(""https://www.sarna.net/wiki/Transit"", ""Transit"")",TR-10,Aerospace,AF,34,2,6a,6,3,4,0,4,0,0,0,0,0,0,"BOMB2, FUEL20, SPC, VSTOL",https://i.ibb.co/9yRBWJ5/transit-3039.png,Introductory,50,2932,Dogfighter,Inner Sphere,2
3289,"=hyperlink(""http://masterunitlist.info/Unit/Details/3289"", ""Transit TR-11"")","=hyperlink(""https://www.sarna.net/wiki/Transit"", ""Transit"")",TR-11,Aerospace,AF,30,2,6a,6,3,2,0,2,0,0,0,0,0,0,"BOMB2, FUEL20, RCN, SPC, VSTOL",https://i.ibb.co/9yRBWJ5/transit-3039.png,Introductory,50,2933,Dogfighter,Inner Sphere,2
3290,"=hyperlink(""http://masterunitlist.info/Unit/Details/3290"", ""Transit TR-12"")","=hyperlink(""https://www.sarna.net/wiki/Transit"", ""Transit"")",TR-12,Aerospace,AF,36,2,7a,6,4,4,0,4,0,0,0,0,0,0,"BOMB2, FLK1/1/-, FUEL20, SPC, VSTOL",https://i.ibb.co/9yRBWJ5/transit-3039.png,Standard,50,3063,Fast Dogfighter,Inner Sphere,2
5274,"=hyperlink(""http://masterunitlist.info/Unit/Details/5274"", ""Transit TR-13G"")","=hyperlink(""https://www.sarna.net/wiki/Transit"", ""Transit"")",TR-13G,Aerospace,AF,35,2,6a,6,3,2,0,3,0,3,0,0,0,2,"BOMB2, FUEL20, RFA, SPC, VSTOL",https://i.ibb.co/9yRBWJ5/transit-3039.png,Advanced,50,3081,Fire-Support,Inner Sphere,2
